state_date,source_target,target_period,target_mode,actual_value,actual_release_date,requested_evaluation_date,actual_as_of_date,snapshot_gap_days,availability_status,revision_from_initial
2022-02-28,GDPC1,2022Q1,fixed_horizon_90d,-1.5210119727619542,2022-04-28,2022-06-29,2022-06-15,14.0,available,-0.09680995929031155
2022-02-28,PAYEMS,2022-02,fixed_horizon_90d,714.0,2022-03-04,2022-05-29,2022-05-15,14.0,available,36.0
2022-02-28,PCEPI,2022-02,fixed_horizon_90d,6.399961669978538,2022-03-31,2022-05-29,2022-05-27,2.0,available,-0.5272890553563059
2022-02-28,PCEPILFE,2022-02,fixed_horizon_90d,3.645592542592624,2022-03-31,2022-05-29,2022-05-27,2.0,available,-0.5928180772961866
2022-02-28,UNRATE,2022-02,fixed_horizon_90d,3.8,2022-03-04,2022-05-29,2022-05-26,3.0,available,0.0
2022-03-31,CES0500000003,2022-03,fixed_horizon_90d,5.682725695001345,2022-04-01,2022-06-29,2022-06-29,0.0,available,0.7561436923158027
2022-03-31,CPIAUCSL,2022-03,fixed_horizon_90d,14.79743872311019,2022-04-12,2022-06-29,2022-06-29,0.0,available,0.0
2022-03-31,CPILFESL,2022-03,fixed_horizon_90d,3.882858791609678,2022-04-12,2022-06-29,2022-06-29,0.0,available,0.0
2022-03-31,GDPC1,2022Q1,fixed_horizon_90d,-1.5210119727619542,2022-04-28,2022-06-29,2022-06-15,14.0,available,-0.09680995929031155
2022-03-31,PAYEMS,2022-03,fixed_horizon_90d,398.0,2022-04-01,2022-06-29,2022-06-15,14.0,available,-33.0
2022-03-31,PCEPI,2022-03,fixed_horizon_90d,10.746682384928619,2022-04-29,2022-06-29,2022-06-29,0.0,available,0.3980556185595674
2022-03-31,PCEPILFE,2022-03,fixed_horizon_90d,3.9509386979961647,2022-04-29,2022-06-29,2022-06-29,0.0,available,0.44546509557576996
2022-03-31,UNRATE,2022-03,fixed_horizon_90d,3.6,2022-04-01,2022-06-29,2022-06-29,0.0,available,0.0
2022-04-30,CES0500000003,2022-04,fixed_horizon_90d,4.150294971841895,2022-05-06,2022-07-29,2022-07-28,1.0,available,0.37670695647609165
2022-04-30,CPIAUCSL,2022-04,fixed_horizon_90d,3.9766089853127795,2022-05-11,2022-07-29,2022-07-28,1.0,available,0.0
2022-04-30,CPILFESL,2022-04,fixed_horizon_90d,6.81139682554921,2022-05-11,2022-07-29,2022-07-28,1.0,available,0.0
2022-04-30,GDPC1,2022Q2,fixed_horizon_90d,-0.5773247479154975,2022-07-28,2022-09-28,2022-09-15,13.0,available,0.3612490252493217
2022-04-30,PAYEMS,2022-04,fixed_horizon_90d,368.0,2022-05-06,2022-07-29,2022-07-27,2.0,available,-60.0
2022-04-30,PCEPI,2022-04,fixed_horizon_90d,2.614164386045914,2022-05-27,2022-07-29,2022-07-29,0.0,available,-0.346880578846509
2022-04-30,PCEPILFE,2022-04,fixed_horizon_90d,3.8288876417798434,2022-05-27,2022-07-29,2022-07-29,0.0,available,-0.29628604107969636
2022-04-30,UNRATE,2022-04,fixed_horizon_90d,3.6,2022-05-06,2022-07-29,2022-07-28,1.0,available,0.0
2022-05-31,CES0500000003,2022-05,fixed_horizon_90d,4.511283508687036,2022-06-03,2022-08-29,2022-08-25,4.0,available,0.7495249422413863
2022-05-31,CPIAUCSL,2022-05,fixed_horizon_90d,11.629068302840295,2022-06-10,2022-08-29,2022-08-25,4.0,available,0.0
2022-05-31,CPILFESL,2022-05,fixed_horizon_90d,7.5532558590385435,2022-06-10,2022-08-29,2022-08-25,4.0,available,0.0
2022-05-31,GDPC1,2022Q2,fixed_horizon_90d,-0.5773247479154975,2022-07-28,2022-09-28,2022-09-15,13.0,available,0.3612490252493217
2022-05-31,PAYEMS,2022-05,fixed_horizon_90d,386.0,2022-06-03,2022-08-29,2022-08-15,14.0,available,-4.0
2022-05-31,PCEPI,2022-05,fixed_horizon_90d,7.04184542763393,2022-06-30,2022-08-29,2022-08-26,3.0,available,0.011162719605195548
2022-05-31,PCEPILFE,2022-05,fixed_horizon_90d,4.248836501747988,2022-06-30,2022-08-29,2022-08-26,3.0,available,0.07919493716386228
2022-05-31,UNRATE,2022-05,fixed_horizon_90d,3.6,2022-06-03,2022-08-29,2022-08-25,4.0,available,0.0
2022-06-30,CES0500000003,2022-06,fixed_horizon_90d,4.868160834736912,2022-07-08,2022-09-28,2022-09-15,13.0,available,1.1216701237303894
2022-06-30,CPIAUCSL,2022-06,fixed_horizon_90d,15.762954114801175,2022-07-13,2022-09-28,2022-09-15,13.0,available,0.0
2022-06-30,CPILFESL,2022-06,fixed_horizon_90d,8.448102967942361,2022-07-13,2022-09-28,2022-09-15,13.0,available,0.0
2022-06-30,GDPC1,2022Q2,fixed_horizon_90d,-0.5773247479154975,2022-07-28,2022-09-28,2022-09-15,13.0,available,0.3612490252493217
2022-06-30,PAYEMS,2022-06,fixed_horizon_90d,293.0,2022-07-08,2022-09-28,2022-09-15,13.0,available,-79.0
2022-06-30,PCEPI,2022-06,fixed_horizon_90d,11.479782370259173,2022-07-29,2022-09-28,2022-09-15,13.0,available,0.11651524662319446
2022-06-30,PCEPILFE,2022-06,fixed_horizon_90d,7.282359745056155,2022-07-29,2022-09-28,2022-09-15,13.0,available,0.16561531960554987
2022-06-30,UNRATE,2022-06,fixed_horizon_90d,3.6,2022-07-08,2022-09-28,2022-09-15,13.0,available,0.0
2022-07-31,CES0500000003,2022-07,fixed_horizon_90d,5.964597554937967,2022-08-05,2022-10-29,2022-10-27,2.0,available,0.3736571725664106
2022-07-31,CPIAUCSL,2022-07,fixed_horizon_90d,-0.23162924492687864,2022-08-10,2022-10-29,2022-10-27,2.0,available,0.0
2022-07-31,CPILFESL,2022-07,fixed_horizon_90d,3.748801021791337,2022-08-10,2022-10-29,2022-10-27,2.0,available,0.0
2022-07-31,GDPC1,2022Q3,fixed_horizon_90d,2.8874279038973327,2022-10-27,2022-12-29,2022-12-15,14.0,available,0.35316033218606435
2022-07-31,PAYEMS,2022-07,fixed_horizon_90d,537.0,2022-08-05,2022-10-29,2022-10-26,3.0,available,9.0
2022-07-31,PCEPI,2022-07,fixed_horizon_90d,-1.419324690127155,2022-08-26,2022-10-29,2022-10-28,1.0,available,-0.6203769332305598
2022-07-31,PCEPILFE,2022-07,fixed_horizon_90d,0.564536417332917,2022-08-26,2022-10-29,2022-10-28,1.0,available,-0.4499163426000763
2022-07-31,UNRATE,2022-07,fixed_horizon_90d,3.5,2022-08-05,2022-10-29,2022-10-27,2.0,available,0.0
2022-08-31,CES0500000003,2022-08,fixed_horizon_90d,3.34210335170404,2022-09-02,2022-11-29,2022-11-15,14.0,available,-0.3719200401695488
2022-08-31,CPIAUCSL,2022-08,fixed_horizon_90d,1.4175204858403845,2022-09-13,2022-11-29,2022-11-15,14.0,available,0.0
2022-08-31,CPILFESL,2022-08,fixed_horizon_90d,6.7879787567498795,2022-09-13,2022-11-29,2022-11-15,14.0,available,0.0
2022-08-31,GDPC1,2022Q3,fixed_horizon_90d,2.8874279038973327,2022-10-27,2022-12-29,2022-12-15,14.0,available,0.35316033218606435
2022-08-31,PAYEMS,2022-08,fixed_horizon_90d,292.0,2022-09-02,2022-11-29,2022-11-15,14.0,available,-23.0
2022-08-31,PCEPI,2022-08,fixed_horizon_90d,3.147466346878147,2022-09-30,2022-11-29,2022-11-15,14.0,available,-0.2715330925546766
2022-08-31,PCEPILFE,2022-08,fixed_horizon_90d,6.473151455217874,2022-09-30,2022-11-29,2022-11-15,14.0,available,-0.2518929336048359
2022-08-31,UNRATE,2022-08,fixed_horizon_90d,3.7,2022-09-02,2022-11-29,2022-11-15,14.0,available,0.0
2022-09-30,CES0500000003,2022-09,fixed_horizon_90d,4.811108988862145,2022-10-07,2022-12-29,2022-12-22,7.0,available,1.108545113476822
2022-09-30,CPIAUCSL,2022-09,fixed_horizon_90d,4.622706309719149,2022-10-13,2022-12-29,2022-12-22,7.0,available,0.0
2022-09-30,CPILFESL,2022-09,fixed_horizon_90d,6.890433800704798,2022-10-13,2022-12-29,2022-12-22,7.0,available,0.0
2022-09-30,GDPC1,2022Q3,fixed_horizon_90d,2.8874279038973327,2022-10-27,2022-12-29,2022-12-15,14.0,available,0.35316033218606435
2022-09-30,PAYEMS,2022-09,fixed_horizon_90d,269.0,2022-10-07,2022-12-29,2022-12-15,14.0,available,6.0
2022-09-30,PCEPI,2022-09,fixed_horizon_90d,4.124547189939065,2022-10-28,2022-12-29,2022-12-23,6.0,available,0.13409991485460182
2022-09-30,PCEPILFE,2022-09,fixed_horizon_90d,5.559900228438508,2022-10-28,2022-12-29,2022-12-23,6.0,available,0.16164145169774713
2022-09-30,UNRATE,2022-09,fixed_horizon_90d,3.5,2022-10-07,2022-12-29,2022-12-22,7.0,available,0.0
2022-10-31,CES0500000003,2022-10,fixed_horizon_90d,4.055926429983181,2022-11-04,2023-01-29,2023-01-26,3.0,available,-0.37212287496171115
2022-10-31,CPIAUCSL,2022-10,fixed_horizon_90d,5.249301017382635,2022-11-10,2023-01-29,2023-01-26,3.0,available,0.0
2022-10-31,CPILFESL,2022-10,fixed_horizon_90d,3.2541386297985753,2022-11-10,2023-01-29,2023-01-26,3.0,available,0.0
2022-10-31,GDPC1,2022Q4,fixed_horizon_90d,2.5415004259201623,2023-01-26,2023-03-31,2023-03-31,0.0,available,-0.3090594538946334
2022-10-31,PAYEMS,2022-10,fixed_horizon_90d,263.0,2022-11-04,2023-01-29,2023-01-25,4.0,available,2.0
2022-10-31,PCEPI,2022-10,fixed_horizon_90d,4.524539380601311,2022-12-01,2023-01-29,2023-01-27,2.0,available,0.5098020783677271
2022-10-31,PCEPILFE,2022-10,fixed_horizon_90d,3.1545810057647117,2022-12-01,2023-01-29,2023-01-27,2.0,available,0.5279067156408246
2022-10-31,UNRATE,2022-10,fixed_horizon_90d,3.7,2022-11-04,2023-01-29,2023-01-26,3.0,available,0.0
2022-11-30,CES0500000003,2022-11,fixed_horizon_90d,5.132913417334883,2022-12-02,2023-02-28,2023-02-28,0.0,available,-1.4665532619112298
2022-11-30,CPIAUCSL,2022-11,fixed_horizon_90d,2.4579909194955007,2022-12-13,2023-02-28,2023-02-28,0.0,available,1.3030825540109703
2022-11-30,CPILFESL,2022-11,fixed_horizon_90d,3.714516453402794,2022-12-13,2023-02-28,2023-02-28,0.0,available,1.332677686449557
2022-11-30,GDPC1,2022Q4,fixed_horizon_90d,2.5415004259201623,2023-01-26,2023-03-31,2023-03-31,0.0,available,-0.3090594538946334
2022-11-30,PAYEMS,2022-11,fixed_horizon_90d,290.0,2022-12-02,2023-02-28,2023-02-28,0.0,available,27.0
2022-11-30,PCEPI,2022-11,fixed_horizon_90d,1.9908716230830237,2022-12-23,2023-02-28,2023-02-28,0.0,available,0.7396885001575981
2022-11-30,PCEPILFE,2022-11,fixed_horizon_90d,2.5990539441497873,2022-12-23,2023-02-28,2023-02-28,0.0,available,0.583666148164852
2022-11-30,UNRATE,2022-11,fixed_horizon_90d,3.6,2022-12-02,2023-02-28,2023-02-28,0.0,available,-0.10000000000000009
2022-12-31,CES0500000003,2022-12,fixed_horizon_90d,4.382232502525696,2023-01-06,2023-03-31,2023-03-31,0.0,available,1.0870359238991156
2022-12-31,CPIAUCSL,2022-12,fixed_horizon_90d,1.5743290275928246,2023-01-12,2023-03-31,2023-03-31,0.0,available,2.527953874706057
2022-12-31,CPILFESL,2022-12,fixed_horizon_90d,4.782289148188212,2023-01-12,2023-03-31,2023-03-31,0.0,available,1.1565709633167387
2022-12-31,GDPC1,2022Q4,fixed_horizon_90d,2.5415004259201623,2023-01-26,2023-03-31,2023-03-31,0.0,available,-0.3090594538946334
2022-12-31,PAYEMS,2022-12,fixed_horizon_90d,239.0,2023-01-06,2023-03-31,2023-03-31,0.0,available,16.0
2022-12-31,PCEPI,2022-12,fixed_horizon_90d,2.4189105498916064,2023-01-27,2023-03-31,2023-03-31,0.0,available,1.7937928252887758
2022-12-31,PCEPILFE,2022-12,fixed_horizon_90d,4.4840564798118265,2023-01-27,2023-03-31,2023-03-31,0.0,available,0.9314774293105899
2022-12-31,UNRATE,2022-12,fixed_horizon_90d,3.5,2023-01-06,2023-03-31,2023-03-31,0.0,available,0.0
2023-01-31,CES0500000003,2023-01,fixed_horizon_90d,3.6396752197353166,2023-02-03,2023-05-01,2023-05-01,0.0,available,0.0011036024249122534
2023-01-31,CPIAUCSL,2023-01,fixed_horizon_90d,6.188902940652952,2023-02-14,2023-05-01,2023-05-01,0.0,available,0.0
2023-01-31,CPILFESL,2023-01,fixed_horizon_90d,4.93378299037488,2023-02-14,2023-05-01,2023-05-01,0.0,available,0.0
2023-01-31,GDPC1,2023Q1,fixed_horizon_90d,1.26539195235722,2023-04-27,2023-06-29,2023-06-15,14.0,available,0.2087034739552962
2023-01-31,PAYEMS,2023-01,fixed_horizon_90d,472.0,2023-02-03,2023-05-01,2023-05-01,0.0,available,-45.0
2023-01-31,PCEPI,2023-01,fixed_horizon_90d,7.237144454760269,2023-02-24,2023-05-01,2023-05-01,0.0,available,-0.17255867909398148
2023-01-31,PCEPILFE,2023-01,fixed_horizon_90d,6.690078590124671,2023-02-24,2023-05-01,2023-05-01,0.0,available,-0.1433710261274257
2023-01-31,UNRATE,2023-01,fixed_horizon_90d,3.4,2023-02-03,2023-05-01,2023-05-01,0.0,available,0.0
2023-02-28,CES0500000003,2023-02,fixed_horizon_90d,3.2662956806072785,2023-03-10,2023-05-29,2023-05-25,4.0,available,0.3616043985038786
2023-02-28,CPIAUCSL,2023-02,fixed_horizon_90d,4.431873038008405,2023-03-14,2023-05-29,2023-05-25,4.0,available,0.0
2023-02-28,CPILFESL,2023-02,fixed_horizon_90d,5.410937819915063,2023-03-14,2023-05-29,2023-05-25,4.0,available,0.0
2023-02-28,GDPC1,2023Q1,fixed_horizon_90d,1.26539195235722,2023-04-27,2023-06-29,2023-06-15,14.0,available,0.2087034739552962
2023-02-28,PAYEMS,2023-02,fixed_horizon_90d,248.0,2023-03-10,2023-05-29,2023-05-15,14.0,available,-63.0
2023-02-28,PCEPI,2023-02,fixed_horizon_90d,3.6738607376371135,2023-03-31,2023-05-29,2023-05-26,3.0,available,0.5220658078055607
2023-02-28,PCEPILFE,2023-02,fixed_horizon_90d,4.225456557210805,2023-03-31,2023-05-29,2023-05-26,3.0,available,0.6326820752740048
2023-02-28,UNRATE,2023-02,fixed_horizon_90d,3.6,2023-03-10,2023-05-29,2023-05-25,4.0,available,0.0
2023-03-31,CES0500000003,2023-03,fixed_horizon_90d,3.257429235946141,2023-04-07,2023-06-29,2023-06-29,0.0,available,-0.0019661585868746556
2023-03-31,CPIAUCSL,2023-03,fixed_horizon_90d,0.6363347269697783,2023-04-12,2023-06-29,2023-06-29,0.0,available,0.0
2023-03-31,CPILFESL,2023-03,fixed_horizon_90d,4.608497236569065,2023-04-12,2023-06-29,2023-06-29,0.0,available,0.0
2023-03-31,GDPC1,2023Q1,fixed_horizon_90d,1.26539195235722,2023-04-27,2023-06-29,2023-06-15,14.0,available,0.2087034739552962
2023-03-31,PAYEMS,2023-03,fixed_horizon_90d,217.0,2023-04-07,2023-06-29,2023-06-15,14.0,available,-19.0
2023-03-31,PCEPI,2023-03,fixed_horizon_90d,1.225289509841332,2023-04-28,2023-06-29,2023-06-29,0.0,available,0.3133559611043779
2023-03-31,PCEPILFE,2023-03,fixed_horizon_90d,3.720464732953843,2023-04-28,2023-06-29,2023-06-29,0.0,available,0.3584302041101495
2023-03-31,UNRATE,2023-03,fixed_horizon_90d,3.5,2023-04-07,2023-06-29,2023-06-29,0.0,available,0.0
2023-04-30,CES0500000003,2023-04,fixed_horizon_90d,5.049601680246063,2023-05-05,2023-07-29,2023-07-27,2.0,available,-0.7196402014772119
2023-04-30,CPIAUCSL,2023-04,fixed_horizon_90d,4.40530586061918,2023-05-10,2023-07-29,2023-07-27,2.0,available,0.0
2023-04-30,CPILFESL,2023-04,fixed_horizon_90d,4.900215888791237,2023-05-10,2023-07-29,2023-07-27,2.0,available,0.0
2023-04-30,GDPC1,2023Q2,fixed_horizon_90d,2.0400136897187338,2023-07-27,2023-09-28,2023-09-15,13.0,available,-0.3455898277650249
2023-04-30,PAYEMS,2023-04,fixed_horizon_90d,217.0,2023-05-05,2023-07-29,2023-07-26,3.0,available,-36.0
2023-04-30,PCEPI,2023-04,fixed_horizon_90d,4.066370661938734,2023-05-26,2023-07-29,2023-07-28,1.0,available,-0.2927218817951882
2023-04-30,PCEPILFE,2023-04,fixed_horizon_90d,4.207706665616939,2023-05-26,2023-07-29,2023-07-28,1.0,available,-0.34687847582794973
2023-04-30,UNRATE,2023-04,fixed_horizon_90d,3.4,2023-05-05,2023-07-29,2023-07-27,2.0,available,0.0
2023-05-31,CES0500000003,2023-05,fixed_horizon_90d,3.952691101907213,2023-06-02,2023-08-29,2023-08-15,14.0,available,-0.0011839743159214322
2023-05-31,CPIAUCSL,2023-05,fixed_horizon_90d,1.4885883415676204,2023-06-13,2023-08-29,2023-08-15,14.0,available,0.0
2023-05-31,CPILFESL,2023-05,fixed_horizon_90d,5.215590495030398,2023-06-13,2023-08-29,2023-08-15,14.0,available,0.0
2023-05-31,GDPC1,2023Q2,fixed_horizon_90d,2.0400136897187338,2023-07-27,2023-09-28,2023-09-15,13.0,available,-0.3455898277650249
2023-05-31,PAYEMS,2023-05,fixed_horizon_90d,281.0,2023-06-02,2023-08-29,2023-08-15,14.0,available,-58.0
2023-05-31,PCEPI,2023-05,fixed_horizon_90d,1.503623313754332,2023-06-30,2023-08-29,2023-08-15,14.0,available,-0.037438386867449935
2023-05-31,PCEPILFE,2023-05,fixed_horizon_90d,3.7059798105499198,2023-06-30,2023-08-29,2023-08-15,14.0,available,-0.06451125079998121
2023-05-31,UNRATE,2023-05,fixed_horizon_90d,3.7,2023-06-02,2023-08-29,2023-08-15,14.0,available,0.0
2023-06-30,CES0500000003,2023-06,fixed_horizon_90d,5.369136473905378,2023-07-07,2023-09-28,2023-09-28,0.0,available,1.0731891650454628
2023-06-30,CPIAUCSL,2023-06,fixed_horizon_90d,2.1622873911194773,2023-07-12,2023-09-28,2023-09-28,0.0,available,0.0
2023-06-30,CPILFESL,2023-06,fixed_horizon_90d,1.8892028838219943,2023-07-12,2023-09-28,2023-09-28,0.0,available,0.0
2023-06-30,GDPC1,2023Q2,fixed_horizon_90d,2.0400136897187338,2023-07-27,2023-09-28,2023-09-15,13.0,available,-0.3455898277650249
2023-06-30,PAYEMS,2023-06,fixed_horizon_90d,105.0,2023-07-07,2023-09-28,2023-09-15,13.0,available,-104.0
2023-06-30,PCEPI,2023-06,fixed_horizon_90d,2.4558429276151372,2023-07-28,2023-09-28,2023-09-28,0.0,available,0.5199854779057489
2023-06-30,PCEPILFE,2023-06,fixed_horizon_90d,2.5560710477023463,2023-07-28,2023-09-28,2023-09-28,0.0,available,0.5717486112192915
2023-06-30,UNRATE,2023-06,fixed_horizon_90d,3.6,2023-07-07,2023-09-28,2023-09-28,0.0,available,0.0
2023-07-31,CES0500000003,2023-07,fixed_horizon_90d,4.633898525279889,2023-08-04,2023-10-29,2023-10-26,3.0,available,-0.35571365311639624
2023-07-31,CPIAUCSL,2023-07,fixed_horizon_90d,2.000694326702046,2023-08-10,2023-10-29,2023-10-26,3.0,available,0.0
2023-07-31,CPILFESL,2023-07,fixed_horizon_90d,1.9134356114534512,2023-08-10,2023-10-29,2023-10-26,3.0,available,0.0
2023-07-31,GDPC1,2023Q3,fixed_horizon_90d,5.025851514512425,2023-10-26,2023-12-29,2023-12-15,14.0,available,0.26308765537876866
2023-07-31,PAYEMS,2023-07,fixed_horizon_90d,236.0,2023-08-04,2023-10-29,2023-10-25,4.0,available,49.0
2023-07-31,PCEPI,2023-07,fixed_horizon_90d,2.4928132873881736,2023-08-31,2023-10-29,2023-10-27,2.0,available,-0.061592493772977264
2023-07-31,PCEPILFE,2023-07,fixed_horizon_90d,2.5545619624168125,2023-08-31,2023-10-29,2023-10-27,2.0,available,-0.03340778883398343
2023-07-31,UNRATE,2023-07,fixed_horizon_90d,3.5,2023-08-04,2023-10-29,2023-10-26,3.0,available,0.0
2023-08-31,CES0500000003,2023-08,fixed_horizon_90d,3.197633276250933,2023-09-01,2023-11-29,2023-11-29,0.0,available,0.35571365311639624
2023-08-31,CPIAUCSL,2023-08,fixed_horizon_90d,7.550420656922796,2023-09-13,2023-11-29,2023-11-29,0.0,available,0.0
2023-08-31,CPILFESL,2023-08,fixed_horizon_90d,3.337313093337002,2023-09-13,2023-11-29,2023-11-29,0.0,available,0.0
2023-08-31,GDPC1,2023Q3,fixed_horizon_90d,5.025851514512425,2023-10-26,2023-12-29,2023-12-15,14.0,available,0.26308765537876866
2023-08-31,PAYEMS,2023-08,fixed_horizon_90d,165.0,2023-09-01,2023-11-29,2023-11-15,14.0,available,-22.0
2023-08-31,PCEPI,2023-08,fixed_horizon_90d,4.4343596949602215,2023-09-29,2023-11-29,2023-11-29,0.0,available,-0.28749239076510946
2023-08-31,PCEPILFE,2023-08,fixed_horizon_90d,1.4057049794676146,2023-09-29,2023-11-29,2023-11-29,0.0,available,-0.3310178872649061
2023-08-31,UNRATE,2023-08,fixed_horizon_90d,3.8,2023-09-01,2023-11-29,2023-11-29,0.0,available,0.0
2023-09-30,CES0500000003,2023-09,fixed_horizon_90d,3.1891352005352758,2023-10-06,2023-12-29,2023-12-21,8.0,available,0.7072315236644755
2023-09-30,CPIAUCSL,2023-09,fixed_horizon_90d,4.7393951626556685,2023-10-12,2023-12-29,2023-12-21,8.0,available,0.0
2023-09-30,CPILFESL,2023-09,fixed_horizon_90d,3.8689617311792546,2023-10-12,2023-12-29,2023-12-21,8.0,available,0.0
2023-09-30,GDPC1,2023Q3,fixed_horizon_90d,5.025851514512425,2023-10-26,2023-12-29,2023-12-15,14.0,available,0.26308765537876866
2023-09-30,PAYEMS,2023-09,fixed_horizon_90d,262.0,2023-10-06,2023-12-29,2023-12-15,14.0,available,-74.0
2023-09-30,PCEPI,2023-09,fixed_horizon_90d,4.600327854912578,2023-10-27,2023-12-29,2023-12-22,7.0,available,0.3306186881207651
2023-09-30,PCEPILFE,2023-09,fixed_horizon_90d,3.9416478180896775,2023-10-27,2023-12-29,2023-12-22,7.0,available,0.36453566412184557
2023-09-30,UNRATE,2023-09,fixed_horizon_90d,3.8,2023-10-06,2023-12-29,2023-12-21,8.0,available,0.0
2023-10-31,CES0500000003,2023-10,fixed_horizon_90d,3.180682174337335,2023-11-03,2024-01-29,2024-01-25,4.0,available,0.7075471903098318
2023-10-31,CPIAUCSL,2023-10,fixed_horizon_90d,0.5384490417121413,2023-11-14,2024-01-29,2024-01-25,4.0,available,0.0
2023-10-31,CPILFESL,2023-10,fixed_horizon_90d,2.7162863311584573,2023-11-14,2024-01-29,2024-01-25,4.0,available,0.0
2023-10-31,GDPC1,2023Q4,fixed_horizon_90d,3.1584800296329263,2024-01-25,2024-03-30,2024-03-15,15.0,available,-0.06833422873597783
2023-10-31,PAYEMS,2023-10,fixed_horizon_90d,105.0,2023-11-03,2024-01-29,2024-01-24,5.0,available,-45.0
2023-10-31,PCEPI,2023-10,fixed_horizon_90d,0.3166148612972819,2023-11-30,2024-01-29,2024-01-26,3.0,available,-0.2766857976514103
2023-10-31,PCEPILFE,2023-10,fixed_horizon_90d,1.681036914169809,2023-11-30,2024-01-29,2024-01-26,3.0,available,-0.27881653249330896
2023-10-31,UNRATE,2023-10,fixed_horizon_90d,3.8,2023-11-03,2024-01-29,2024-01-25,4.0,available,-0.10000000000000009
2023-11-30,CES0500000003,2023-11,fixed_horizon_90d,4.566081903147534,2023-12-08,2024-02-28,2024-02-28,0.0,available,0.3357602483255562
2023-11-30,CPIAUCSL,2023-11,fixed_horizon_90d,1.9221682107797733,2023-12-12,2024-02-28,2024-02-28,0.0,available,0.7602539508887673
2023-11-30,CPILFESL,2023-11,fixed_horizon_90d,3.690007861616351,2023-12-12,2024-02-28,2024-02-28,0.0,available,0.28021492697618555
2023-11-30,GDPC1,2023Q4,fixed_horizon_90d,3.1584800296329263,2024-01-25,2024-03-30,2024-03-15,15.0,available,-0.06833422873597783
2023-11-30,PAYEMS,2023-11,fixed_horizon_90d,182.0,2023-12-08,2024-02-28,2024-02-15,13.0,available,-17.0
2023-11-30,PCEPI,2023-11,fixed_horizon_90d,-0.8015933201743763,2023-12-22,2024-02-28,2024-02-28,0.0,available,0.05932758872333466
2023-11-30,PCEPILFE,2023-11,fixed_horizon_90d,0.7796816574298759,2023-12-22,2024-02-28,2024-02-28,0.0,available,0.08000232396021545
2023-11-30,UNRATE,2023-11,fixed_horizon_90d,3.7,2023-12-08,2024-02-28,2024-02-28,0.0,available,0.0
2023-12-31,CES0500000003,2023-12,fixed_horizon_90d,3.850083512682545,2024-01-05,2024-03-30,2024-03-28,2.0,available,-1.4138524029645438
2023-12-31,CPIAUCSL,2023-12,fixed_horizon_90d,2.793929591507549,2024-01-11,2024-03-30,2024-03-28,2.0,available,-0.8366176135492509
2023-12-31,CPILFESL,2023-12,fixed_horizon_90d,3.2994563259062915,2024-01-11,2024-03-30,2024-03-28,2.0,available,-0.4033798551450474
2023-12-31,GDPC1,2023Q4,fixed_horizon_90d,3.1584800296329263,2024-01-25,2024-03-30,2024-03-15,15.0,available,-0.06833422873597783
